Respondent_Serial,WAVE,resp_gender,resp_age,REGION,LIV,MRK_STATE1,QPID1,QPID_I,QPID_D,QPID_R,GRID_GTS1_1_GTS1,GRID_GTS1_2_GTS1,GRID_GTS1_3_GTS1,GRID_GTS1_4_GTS1,GRID_GTS1_5_GTS1,GRID_GTS2_1_GTS2,GRID_GTS2_2_GTS2,GRID_GTS2_3_GTS2,GRID_GTS2_4_GTS2,GRID_GTS2_5_GTS2,GRID_GTS3_1_GTS3,GRID_GTS3_3_GTS3,GRID_GTS3_4_GTS3,GRID_GTS3_5_GTS3,GRID_GTS3_6_GTS3,GRID_GTS3_7_GTS3,GRID_GTS3_8_GTS3,USHHI2,USEDU3,USHOU1,USMAR2,EMP01_der,KIDS02,USRETH3,USRACE41,USRACE42,USRACE43,USRACE44,USRACE45,USRACE46,USRACE47,USRACE48,Weight
49,7,1,37,1,2,25,1,,2,,15,25,15,15,30,10,30,15,15,25,4,3,3,3,4,4,2,9,7,3,1,1,0,2,1,0,0,0,0,0,0,0,0.298243
55,7,2,67,4,2,8,3,3,,,10,40,35,40,10,10,40,35,40,10,1,1,5,1,1,1,1,15,9,1,3,4,0,2,1,0,0,0,0,0,0,0,0.3414
56,7,2,33,2,1,29,2,,,1,45,57,68,70,50,50,50,50,50,50,2,1,3,2,1,3,1,3,9,6,5,8,3,2,1,0,0,0,0,0,0,0,0.330484
59,7,1,43,3,2,22,2,,,1,40,0,30,20,10,5,20,10,5,60,2,3,2,2,3,2,3,19,9,3,3,1,0,2,1,0,0,0,0,1,0,0,2.077267
62,7,1,71,3,1,1,3,3,,,40,30,35,50,25,20,20,20,20,20,1,1,1,1,2,4,1,20,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.746192
63,7,2,85,3,2,47,3,1,,,75,20,60,50,30,45,25,40,15,30,4,5,5,5,2,1,1,7,7,2,4,4,0,2,1,0,0,0,0,0,0,0,0.420704
64,7,1,58,1,1,33,3,2,,,20,0,10,10,0,20,0,10,0,0,1,1,1,1,5,2,1,14,7,1,3,1,0,2,1,0,0,0,0,0,0,0,0.382778
87,7,2,33,3,1,47,2,,,1,28,25,30,35,30,20,25,30,30,20,2,2,2,1,2,3,1,7,7,1,3,7,4,2,1,0,0,0,0,0,0,0,0.379728
93,7,2,63,3,1,21,1,,2,,50,100,95,100,100,65,100,95,100,100,1,1,3,1,1,1,1,20,5,1,3,1,0,2,1,0,0,0,0,0,0,0,3.323983
94,7,2,74,2,1,27,1,,2,,70,33,55,45,60,60,35,55,45,45,4,1,5,1,4,1,1,13,9,1,3,4,0,2,1,0,0,0,0,0,0,0,0.297084
96,7,1,73,4,2,49,3,2,,,50,40,60,50,50,40,30,50,40,40,2,1,5,4,3,2,2,16,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.6243
101,7,2,55,3,1,28,3,3,,,30,25,50,25,5,25,25,60,25,20,1,1,1,1,1,1,1,6,7,1,3,3,0,2,1,0,0,0,0,0,0,0,0.420704
120,7,1,53,2,1,18,2,,,2,80,100,80,40,80,80,100,40,90,90,4,2,4,1,3,1,2,11,5,3,1,1,0,2,1,0,0,0,0,0,0,0,0.951172
125,7,2,52,2,2,18,2,,,2,45,60,80,40,70,60,70,80,75,80,1,1,3,1,1,3,1,4,8,1,5,1,0,2,1,0,0,0,0,0,0,0,0.297084
126,7,2,68,4,2,32,1,,2,,10,10,10,10,40,20,20,20,20,20,3,1,2,2,2,2,3,9,8,3,3,4,0,3,1,0,0,0,0,0,0,0,0.3414
128,7,2,21,2,2,18,2,,,1,25,20,45,45,35,30,15,45,25,18,2,2,2,1,4,2,1,11,8,4,1,5,0,2,1,0,0,0,0,0,0,0,0.330484
131,7,1,55,4,2,41,4,3,,,65,65,60,60,65,55,65,65,60,70,2,1,2,2,1,2,1,2,9,5,5,8,0,2,1,0,1,0,0,0,0,0,0.599414
134,7,1,66,2,3,29,1,,1,,40,20,25,25,30,35,40,25,30,30,4,4,5,5,1,1,2,17,8,1,3,2,0,2,1,0,0,0,0,0,0,0,1.023318
142,7,2,38,2,1,29,5,2,,,65,75,50,45,45,40,75,40,40,40,1,5,1,1,1,1,1,11,5,1,3,1,3,2,1,0,0,0,0,0,0,0,0.895604
143,7,1,75,3,1,40,2,,,1,30,10,20,20,10,10,10,20,10,10,1,1,5,1,5,3,1,10,9,5,3,4,0,2,1,0,0,0,0,0,0,0,0.469224
146,7,2,64,3,1,5,2,,,1,50,10,45,2,15,50,10,25,15,2,1,1,1,1,1,1,1,4,9,1,4,4,0,2,1,0,0,0,0,0,0,0,0.420704
147,7,2,29,2,3,27,4,1,,,40,20,30,15,30,50,30,35,25,40,4,3,4,1,1,1,4,9,5,3,3,2,0,2,1,0,0,0,0,0,0,0,0.895604
152,7,1,60,3,2,24,3,3,,,20,5,30,25,20,25,10,20,30,15,4,4,4,4,3,1,1,10,8,3,2,3,0,2,1,0,0,0,0,0,0,0,0.469224
158,7,1,29,1,1,50,3,3,,,65,50,70,70,87,80,80,90,90,95,1,4,2,1,2,2,1,4,7,3,1,8,0,2,1,0,0,0,0,0,0,0,0.298243
160,7,1,26,4,2,49,2,,,2,20,50,50,20,1,25,50,50,25,1,1,1,3,1,2,2,1,17,10,1,3,1,2,2,1,0,0,0,0,0,0,0,0.654001
162,7,2,33,2,2,19,1,,2,,40,53,45,32,32,38,53,40,42,32,2,1,3,2,1,2,1,19,9,1,3,1,0,2,1,0,0,0,0,0,0,0,0.963536
164,7,2,73,3,2,45,3,2,,,55,12,35,20,20,25,15,15,25,15,2,4,5,5,1,1,1,6,11,2,4,4,0,2,1,0,0,0,0,0,0,0,0.229472
167,7,2,33,3,1,28,2,,,1,5,15,15,50,45,25,5,25,5,5,1,1,1,1,1,1,1,19,9,1,3,1,3,2,1,0,0,0,0,0,0,0,1.107107
171,7,2,27,1,2,23,1,,2,,75,30,30,10,30,75,15,15,15,15,1,4,3,1,1,1,1,17,10,1,2,1,0,2,1,0,0,0,0,0,0,0,0.56109
172,7,2,57,3,1,45,3,3,,,80,60,50,90,50,50,60,50,40,70,4,1,4,3,4,3,1,1,5,1,1,4,0,2,1,0,0,0,0,0,0,0,1.140098
173,7,2,66,4,2,8,3,3,,,10,10,15,35,15,20,20,29,20,20,1,1,4,1,1,2,1,12,7,1,3,2,0,2,1,0,0,0,0,0,0,0,0.3414
176,7,1,39,1,1,25,1,,1,,40,85,55,90,70,60,80,85,75,77,3,4,5,5,4,5,4,19,11,1,3,1,2,2,1,0,0,0,0,0,0,0,0.474287
187,7,1,54,2,1,27,1,,1,,80,10,80,80,80,80,10,80,80,80,5,1,4,2,1,1,1,11,9,4,5,3,1,2,1,0,0,0,0,0,0,0,0.350989
190,7,1,72,3,2,24,1,,2,,70,40,100,100,60,70,30,60,100,70,5,5,5,4,1,1,4,12,10,3,1,3,0,2,0,1,0,0,0,0,0,0,0.390785
192,7,1,50,4,2,8,1,,2,,70,80,80,80,80,90,70,80,90,80,5,1,5,1,1,1,1,9,5,1,1,8,0,1,0,0,1,0,0,0,0,0,2.502806
193,7,2,28,3,2,45,3,1,,,25,60,65,50,35,20,60,45,30,20,3,2,3,2,3,1,3,13,8,3,2,1,0,2,1,0,0,0,0,0,0,0,0.379728
195,7,2,25,4,2,8,1,,2,,50,35,35,45,35,50,40,30,50,50,1,1,1,1,1,1,1,4,4,3,1,8,0,2,1,0,0,0,0,0,0,0,0.855152
216,7,1,27,1,2,25,3,2,,,20,15,40,20,15,50,60,50,50,50,1,1,1,1,1,2,1,12,10,4,1,1,0,2,1,0,0,0,0,0,0,0,0.162676
225,7,2,58,3,1,24,3,3,,,75,50,50,50,50,75,75,75,75,75,1,1,4,4,1,1,1,18,10,1,3,7,0,2,0,0,0,1,0,0,0,0,1.021531
228,7,2,73,1,1,50,3,1,,,40,40,30,25,30,70,60,40,40,65,2,3,2,5,1,1,2,19,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.547609
229,7,1,56,3,2,24,3,1,,,75,45,55,45,35,85,55,75,65,60,2,4,4,5,1,1,1,21,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.746192
232,7,1,69,1,2,33,1,,1,,89,75,75,75,75,80,76,67,67,76,5,3,5,5,1,1,1,19,11,2,3,4,0,2,1,0,0,0,0,0,0,0,0.608719
246,7,2,30,3,2,21,1,,1,,50,20,10,10,10,20,20,20,20,20,1,1,1,1,1,1,1,1,5,1,1,8,3,2,0,1,0,0,0,0,0,0,1.571238
247,7,1,66,4,2,15,3,1,,,66,33,50,66,50,75,66,50,75,75,2,1,5,5,1,1,1,17,11,2,3,4,0,2,0,0,0,1,0,0,0,0,0.953229
249,7,1,70,4,2,49,2,,,1,20,5,70,5,5,20,5,50,5,5,1,1,4,1,5,5,1,11,10,1,3,2,0,2,1,0,0,0,0,0,0,0,0.214129
253,7,2,65,1,3,9,3,1,,,75,70,40,49,60,60,60,50,50,75,1,4,5,5,1,1,5,19,11,1,3,2,0,2,0,0,0,1,0,0,0,0,0.836132
257,7,1,43,4,3,8,3,1,,,65,55,55,55,55,65,65,65,65,65,3,4,3,2,2,2,3,12,11,3,1,1,0,2,1,0,0,0,0,0,0,0,0.224317
261,7,2,50,3,1,45,3,2,,,40,30,50,30,30,25,15,30,20,15,1,1,1,2,2,4,1,13,8,1,5,1,1,2,1,0,0,0,0,0,0,0,0.420704
262,7,2,64,1,2,25,1,,2,,0,20,0,0,80,20,10,10,30,30,2,1,3,1,2,1,1,3,6,3,5,7,0,2,1,0,0,0,0,0,0,0,0.93318
272,7,1,67,2,3,31,3,1,,,40,10,10,10,30,50,10,20,10,10,3,4,4,5,1,1,3,14,8,1,3,1,0,2,1,0,0,0,0,0,0,0,0.350989
273,7,2,30,4,3,41,3,3,,,80,40,60,100,100,80,80,60,100,100,1,1,1,1,1,1,1,6,6,3,1,7,3,2,1,0,0,0,0,0,0,0,0.855152
276,7,2,45,4,2,49,2,,,2,10,1,30,2,0,5,0,10,5,0,1,1,1,1,1,1,1,20,9,1,3,7,3,2,1,0,0,0,0,0,0,0,0.995361
280,7,1,40,4,3,41,1,,1,,70,60,30,30,60,80,75,60,75,75,2,4,3,4,1,1,1,18,9,3,3,1,0,2,1,0,0,0,0,0,0,0,1.199015
285,7,2,46,3,3,24,1,,2,,50,0,0,50,0,20,10,10,10,50,2,2,5,1,1,1,1,2,3,3,1,7,2,2,1,0,0,0,0,0,0,0,1.140098
288,7,1,48,2,2,27,1,,1,,60,60,50,40,50,60,60,65,50,50,2,2,3,2,1,1,1,23,10,1,3,1,2,2,1,0,0,0,0,0,0,0,0.558167
293,7,1,68,2,2,20,1,,2,,80,45,65,60,60,50,35,40,40,35,5,4,4,4,3,1,1,20,9,1,3,3,0,2,1,0,0,0,0,0,0,0,1.023318
294,7,2,40,4,2,2,2,,,2,30,20,25,20,30,25,5,5,10,10,2,1,2,1,2,1,1,19,9,1,3,8,3,2,0,0,1,0,0,0,0,0,1.40475
304,7,2,49,4,1,8,4,3,,,50,30,50,50,30,80,70,80,60,60,1,1,3,3,1,1,1,20,6,1,3,7,0,1,1,0,0,0,0,0,0,0,4.156053
308,7,2,52,2,2,27,1,,2,,50,80,75,75,90,75,90,85,75,85,3,1,4,1,1,1,1,12,10,1,3,3,0,2,1,0,0,0,0,0,0,0,0.162044
314,7,1,30,2,3,29,3,1,,,50,40,50,60,45,35,25,40,30,40,2,2,2,2,1,1,1,7,5,3,1,3,2,1,0,0,0,0,0,1,0,0,2.783701
316,7,2,60,3,1,47,2,,,2,30,20,20,10,20,50,40,10,0,0,1,1,1,3,3,3,1,18,8,1,3,4,0,2,1,0,0,0,0,0,0,0,1.226574
322,7,1,30,3,2,21,1,,1,,40,50,50,30,60,30,20,20,40,30,3,1,2,1,3,2,3,7,8,3,1,1,0,2,1,0,0,0,0,0,0,0,0.466629
326,7,1,59,1,1,33,1,,1,,60,50,60,20,60,30,20,20,20,30,1,1,4,1,1,1,1,19,8,1,3,1,0,2,1,0,0,0,0,0,0,0,1.115998
327,7,1,33,3,1,21,4,3,,,20,30,20,90,20,60,70,50,20,30,3,2,1,1,3,1,1,10,5,3,5,1,0,2,1,0,0,0,0,0,0,0,1.264552
328,7,2,47,4,2,32,2,,,2,35,25,35,25,20,35,20,25,25,20,1,1,3,1,1,1,1,12,10,1,1,1,0,2,1,0,0,0,0,0,0,0,0.186216
343,7,1,51,2,3,29,3,1,,,55,40,60,30,60,35,25,40,30,35,5,1,2,2,2,2,1,20,10,1,3,1,1,2,1,0,0,0,0,0,0,0,0.558167
347,7,2,30,4,3,30,3,3,,,70,35,85,25,85,65,35,35,65,85,5,1,5,1,1,1,1,2,6,5,2,8,0,2,1,0,0,0,0,0,0,0,0.855152
360,7,1,33,2,3,29,3,3,,,99,54,100,69,89,99,67,99,99,88,2,1,4,1,1,1,1,1,5,3,1,9,0,2,1,0,0,0,0,0,0,0,1.183268
374,7,2,67,1,1,33,1,,1,,50,0,25,75,50,80,75,20,90,25,4,1,4,5,1,4,1,5,5,3,3,4,0,2,1,0,0,0,0,0,0,0,0.93318
380,7,1,45,2,1,19,3,3,,,60,45,75,60,45,40,70,80,40,55,5,5,5,5,1,1,1,19,12,1,3,1,4,2,1,0,0,0,0,0,0,0,0.558167
384,7,2,22,2,2,18,5,3,,,89,42,45,36,68,89,42,62,36,45,1,1,2,2,1,1,2,2,5,4,1,2,2,2,0,1,0,0,0,0,0,0,1.367478
385,7,1,35,1,2,33,1,,2,,30,30,30,30,20,60,60,60,50,40,4,4,2,4,2,2,1,19,10,3,2,1,0,2,1,0,0,0,0,0,0,0,0.474287
389,7,1,58,3,2,45,2,,,2,15,20,20,20,25,10,10,5,10,15,2,1,3,2,2,1,1,20,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.746192
390,7,1,42,3,1,21,1,,1,,65,51,55,60,55,35,25,30,25,25,4,5,3,4,1,1,1,23,11,1,3,1,2,2,1,0,0,0,0,0,0,0,0.742065
401,7,2,72,1,2,25,5,3,,,85,90,90,90,85,75,75,75,75,75,4,2,4,1,4,1,1,5,8,6,5,9,0,4,0,0,0,0,0,0,0,1,0.52578
405,7,1,58,4,2,32,3,1,,,75,70,70,70,60,65,75,70,70,55,1,4,4,5,1,1,2,17,10,1,3,7,2,2,1,0,0,0,0,0,0,0,0.6243
414,7,2,55,2,3,31,2,,,2,60,80,70,70,20,60,70,70,70,20,1,1,1,1,1,1,1,12,8,3,5,8,0,2,1,0,0,0,0,0,0,0,0.297084
428,7,2,38,4,2,41,3,1,,,40,20,30,30,30,40,40,30,40,30,2,2,2,2,2,1,1,12,9,1,3,1,2,2,0,0,0,1,0,0,0,0,0.481817
433,7,2,38,3,1,21,3,2,,,45,5,15,10,25,40,10,25,10,15,4,1,3,1,2,1,1,8,7,3,5,8,3,2,1,0,0,0,0,0,0,0,0.379728
442,7,2,18,3,3,40,3,1,,,25,15,25,10,25,10,25,10,10,45,2,2,2,1,1,1,2,22,8,4,1,2,0,2,1,0,0,0,0,0,0,0,1.107107
449,7,2,73,3,2,22,1,,1,,15,25,10,20,30,10,20,50,10,10,5,1,2,1,1,1,1,9,9,2,5,4,0,2,0,1,0,0,0,0,0,0,0.642364
453,7,2,33,3,3,47,3,1,,,45,40,89,90,85,10,10,30,20,89,1,1,1,1,2,1,1,1,3,3,1,8,0,2,0,1,0,0,0,0,0,0,1.571238
455,7,2,19,4,1,32,2,,,2,60,55,70,50,50,50,50,70,55,40,4,4,3,2,4,2,2,13,7,4,1,8,0,2,1,0,0,0,0,0,0,0,0.315557
468,7,1,31,3,3,1,2,,,2,25,25,25,25,25,25,25,15,20,15,4,3,4,3,5,4,5,11,10,3,1,1,0,2,1,0,0,0,0,0,0,0,0.254522
472,7,2,70,3,1,47,2,,,1,50,20,10,10,50,10,10,10,10,10,1,1,1,1,1,5,1,7,10,3,1,2,0,2,1,0,0,0,0,0,0,0,0.229472
476,7,1,33,2,1,18,2,,,1,0,0,50,0,0,15,15,50,15,15,2,2,4,1,2,2,1,19,8,1,3,3,2,2,1,0,0,0,0,0,0,0,1.273019
478,7,1,29,2,2,27,5,2,,,20,5,2,10,15,2,82,28,21,25,2,1,2,1,3,1,2,20,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.694366
479,7,2,34,3,2,40,2,,,2,10,2,5,10,2,5,80,10,5,5,3,1,4,1,1,1,1,3,4,1,1,1,0,2,1,0,1,0,0,0,0,0,1.571238
482,7,2,35,2,2,18,1,,1,,0,0,25,0,75,0,0,25,0,75,4,3,4,1,1,1,1,19,11,1,3,1,1,1,1,1,1,0,0,0,0,0,1.236406
486,7,2,39,1,3,25,1,,2,,75,50,60,75,60,95,95,100,100,95,1,2,3,1,1,1,2,18,11,3,1,1,0,2,1,0,0,0,0,0,0,0,0.56109
488,7,2,64,3,1,28,2,,,2,30,35,25,30,20,30,25,30,20,30,4,2,4,1,3,2,1,12,8,3,3,3,2,2,1,0,0,0,0,0,0,0,0.420704
489,7,2,70,4,1,35,4,3,,,25,20,80,80,30,5,0,30,30,20,1,1,1,1,1,1,1,10,8,1,3,4,0,2,1,0,0,0,0,0,0,0,0.3414
491,7,2,34,3,1,21,1,,1,,80,70,51,45,48,50,50,35,50,45,3,3,5,4,1,1,3,19,9,1,3,1,0,2,1,0,0,0,0,0,0,0,1.107107
493,7,2,62,2,2,27,3,1,,,70,30,60,60,50,60,40,70,75,65,4,4,5,4,1,1,1,11,10,1,4,3,0,2,1,0,0,0,0,0,0,0,0.162044
494,7,2,65,2,2,19,3,3,,,75,45,40,35,55,40,15,65,40,55,4,2,5,2,1,1,1,15,10,1,5,4,0,2,1,0,0,0,0,0,0,0,0.162044
500,7,2,57,3,2,47,1,,1,,70,50,50,70,50,50,25,50,25,25,4,4,5,4,1,1,1,20,10,1,3,3,0,2,1,0,0,0,0,0,0,0,0.669033
514,7,1,39,2,3,27,3,1,,,50,50,60,60,50,65,65,65,65,65,1,1,4,1,1,1,1,21,10,1,3,1,2,2,1,0,0,0,0,0,0,0,0.694366
519,7,2,41,2,3,29,3,3,,,33,0,1,33,33,33,0,1,33,33,1,1,1,1,1,1,1,17,5,3,3,1,1,2,1,0,0,0,0,0,0,0,2.611157
523,7,2,80,3,2,47,2,,,1,30,40,70,20,40,30,10,20,20,20,1,1,4,4,1,4,1,7,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.229472
524,7,1,65,2,2,27,2,,,1,35,10,45,25,20,55,10,45,40,15,2,1,5,1,3,1,1,18,10,1,3,2,0,2,1,0,0,0,0,0,0,0,0.558167
525,7,1,34,2,2,19,2,,,2,1,2,90,2,5,5,25,5,25,50,3,3,4,4,3,4,4,10,6,3,1,1,1,2,1,0,0,0,0,0,0,0,1.183268
574,7,1,78,2,2,31,2,,,1,20,10,10,10,10,20,10,10,10,10,1,1,4,1,2,1,1,11,8,1,3,4,0,3,1,0,0,0,0,0,0,0,0.350989
578,7,2,32,2,2,29,4,3,,,25,25,25,25,35,20,35,25,25,25,1,1,1,1,1,1,1,1,5,6,2,9,2,2,0,1,0,0,0,0,0,0,1.367478
590,7,2,75,2,1,27,3,3,,,45,10,25,40,10,35,10,30,35,10,1,1,5,1,1,1,1,12,9,1,3,4,0,2,1,0,0,0,0,0,0,0,0.297084
594,7,1,72,1,3,33,1,,2,,50,5,20,5,20,25,15,10,10,10,1,1,2,1,2,2,1,8,8,3,4,2,0,2,1,0,0,0,0,0,0,0,0.382778
599,7,1,20,1,2,25,3,3,,,90,70,70,70,60,90,70,70,80,70,2,2,3,2,3,1,1,13,10,3,1,1,0,2,0,0,0,1,0,0,0,0,0.248387
602,7,2,56,1,2,25,1,,2,,68,20,45,50,65,77,40,50,70,62,1,1,5,1,1,1,1,15,10,3,5,1,0,2,1,0,0,0,0,0,0,0,0.187825
603,7,1,48,4,2,15,1,,2,,50,20,40,50,40,50,60,40,50,30,5,2,5,3,4,2,4,4,8,3,1,3,0,2,0,0,0,0,1,0,0,0,0.599414
616,7,2,73,2,2,27,1,,2,,55,60,65,70,50,65,60,70,65,60,5,1,5,1,1,1,1,12,7,1,4,4,0,2,1,0,0,0,0,0,0,0,0.297084
617,7,2,19,3,3,24,4,1,,,30,20,70,10,50,40,50,10,10,60,5,1,1,1,1,1,1,2,5,4,1,1,0,1,0,0,0,0,0,1,0,0,2.420902
621,7,2,75,1,1,25,3,3,,,60,50,75,50,40,75,60,60,75,50,1,1,5,1,1,1,1,6,9,1,5,4,0,2,1,0,0,0,0,0,0,0,0.34435
625,7,2,44,3,2,40,1,,2,,25,20,15,25,15,10,50,15,15,10,1,1,1,1,1,1,1,18,7,1,3,2,1,2,1,0,0,0,0,0,0,0,1.107107
627,7,1,61,1,3,25,3,3,,,20,20,20,28,20,20,20,20,20,20,1,1,4,1,4,1,1,17,7,1,3,8,0,2,1,0,0,0,0,0,0,0,1.115998
634,7,2,21,3,1,21,2,,,2,95,64,82,75,74,95,64,75,46,46,1,1,1,1,1,1,1,10,9,1,2,5,1,2,1,0,0,0,0,0,0,0,0.379728
638,7,1,75,4,1,41,3,3,,,40,40,35,40,35,40,45,45,40,45,5,1,1,1,5,2,1,18,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.6243
646,7,1,82,4,3,8,2,,,2,95,50,100,100,75,90,90,100,100,80,3,1,5,5,2,1,1,18,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.6243
665,7,2,28,1,3,25,1,,2,,30,20,25,10,15,35,20,20,20,15,4,4,3,2,2,1,1,16,10,3,2,1,0,2,1,0,0,0,0,0,0,0,0.56109
668,7,1,61,2,3,31,3,2,,,50,40,60,30,80,40,70,60,50,50,1,1,1,1,1,1,1,5,8,1,1,1,0,2,1,0,0,0,0,0,0,0,0.350989
670,7,2,74,4,2,8,3,3,,,65,40,33,35,20,65,20,15,18,15,2,2,5,4,1,1,1,6,10,3,4,4,0,2,1,0,0,0,0,0,0,0,0.186216
673,7,1,24,1,1,33,1,,2,,60,30,80,80,70,40,35,80,80,62,1,2,1,2,1,1,1,1,10,4,1,8,0,2,1,0,0,1,0,0,0,0,0.248387
677,7,2,75,3,1,47,1,,2,,38,41,38,35,31,31,28,31,27,28,5,1,4,2,1,1,1,3,8,3,1,4,0,2,1,0,0,0,0,0,0,0,0.420704
678,7,2,23,3,2,22,3,1,,,90,80,90,30,60,30,20,50,12,50,3,2,3,1,3,1,1,13,10,1,1,1,0,2,1,0,0,0,0,0,0,0,0.207122
681,7,1,37,2,2,31,1,,1,,70,70,70,70,60,65,65,70,70,65,5,3,4,1,1,1,3,14,10,1,5,3,2,2,0,1,0,0,0,0,0,0,0.363644
693,7,2,58,2,2,18,1,,2,,20,10,30,60,40,5,5,10,30,20,1,1,3,1,3,1,1,17,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.472443
694,7,1,42,4,1,16,3,3,,,20,20,20,20,20,15,25,10,25,25,4,3,4,4,4,4,4,10,10,1,1,1,0,2,1,0,0,0,0,0,0,0,0.224317
706,7,2,59,2,2,29,2,,,2,10,0,20,60,10,0,0,30,70,0,1,1,5,1,1,1,1,17,8,1,3,1,0,2,1,0,0,0,0,0,0,0,0.866155
714,7,1,47,2,2,27,2,,,2,25,20,50,20,1,25,10,50,25,1,4,1,2,1,5,3,1,23,10,1,3,1,2,2,1,0,0,0,0,0,0,0,0.558167
721,7,1,48,3,1,1,5,3,,,25,25,20,25,50,20,20,20,20,30,1,1,5,1,2,1,1,1,6,3,5,8,0,2,1,0,0,0,0,0,0,0,1.271585
724,7,2,80,2,2,27,1,,2,,60,85,85,70,95,70,80,80,70,70,5,5,5,1,2,4,1,13,13,1,1,4,0,2,0,1,0,0,0,0,0,0,0.247421
739,7,2,69,4,2,41,1,,1,,35,25,10,20,40,75,70,60,70,65,1,5,5,2,1,1,1,8,11,1,5,2,0,2,1,0,0,0,0,0,0,0,0.186216
744,7,1,47,3,1,47,1,,1,,60,70,70,60,55,60,70,70,60,50,5,3,5,4,1,1,1,12,10,1,5,3,0,2,1,0,0,0,0,0,0,0,0.255937
748,7,2,68,3,2,22,2,,,1,30,50,15,25,30,10,10,10,10,10,1,1,1,1,3,3,1,20,12,1,3,4,0,2,1,0,0,0,0,0,0,0,0.669033
749,7,1,78,4,1,32,3,3,,,30,20,23,25,10,20,15,20,19,10,1,1,4,2,1,3,1,17,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.6243
752,7,2,34,3,1,47,2,,,2,25,50,75,80,65,40,20,50,60,50,4,2,5,5,5,1,4,7,7,3,2,8,1,2,1,0,0,0,0,0,0,0,0.379728
754,7,2,67,1,2,25,3,2,,,30,30,30,40,40,40,30,30,30,40,1,1,5,1,1,1,1,12,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.187825
760,7,2,57,1,2,25,1,,1,,70,80,50,60,80,70,80,50,60,70,4,1,5,1,1,1,1,14,5,1,5,1,2,2,1,0,0,0,0,0,0,0,0.93318
764,7,2,71,3,2,47,1,,1,,40,45,40,40,52,30,10,10,10,30,5,1,5,1,1,1,1,6,10,1,5,2,0,2,1,0,0,0,0,0,0,0,0.229472
766,7,1,74,1,2,25,3,3,,,15,40,10,15,20,25,25,20,20,10,1,1,4,1,2,1,1,18,8,2,3,4,0,2,1,0,0,0,0,0,0,0,1.115998
767,7,1,71,4,2,8,3,3,,,70,75,35,50,45,90,90,55,65,85,1,1,5,5,1,1,1,12,9,1,3,8,0,2,1,0,0,0,0,0,0,0,0.392575
773,7,2,72,4,2,8,3,3,,,55,75,90,100,85,90,87,88,95,90,1,1,4,1,1,1,1,3,7,3,5,8,0,2,1,0,0,0,0,0,0,0,0.3414
774,7,2,75,4,2,15,1,,2,,50,40,60,30,30,50,40,50,30,30,5,2,5,1,1,1,1,16,11,2,5,2,0,2,1,0,0,0,0,0,0,0,0.542918
777,7,2,21,2,1,29,3,2,,,10,20,30,20,20,10,10,10,40,30,3,2,3,2,2,5,4,5,5,1,2,2,0,2,1,0,0,0,0,0,0,0,0.895604
778,7,2,26,1,2,25,1,,1,,67,67,80,55,55,85,85,90,70,65,2,5,1,2,1,1,2,23,10,3,2,1,0,2,1,0,0,0,0,0,0,0,0.56109
779,7,1,45,3,3,21,1,,1,,40,10,45,10,30,30,10,25,5,27,4,4,4,1,1,1,2,17,11,3,3,1,1,2,1,0,0,0,0,0,0,0,0.746192
788,7,2,19,2,1,29,1,,1,,88,70,65,75,60,65,55,50,58,60,1,4,1,4,1,1,1,2,5,3,1,3,0,2,1,0,0,0,0,0,0,0,0.895604
798,7,2,35,2,3,27,4,1,,,30,50,15,30,15,50,50,50,50,50,3,3,3,5,2,2,2,14,9,1,2,8,1,2,1,0,0,0,0,0,0,0,0.330484
805,7,1,30,3,2,24,4,3,,,20,30,75,40,50,40,60,80,50,60,1,3,2,2,1,1,1,13,7,3,2,8,1,2,1,0,0,0,0,0,0,0,0.466629
816,7,2,70,3,1,1,2,,,2,50,10,40,50,50,50,60,40,60,50,1,1,5,1,1,1,1,6,5,3,4,4,0,2,1,0,0,0,0,0,0,0,1.140098
823,7,2,39,4,2,15,1,,1,,45,55,55,45,55,55,45,55,40,50,5,5,5,1,1,1,1,10,9,4,1,8,0,2,1,0,0,1,0,0,0,0,0.481817
831,7,1,47,2,1,27,2,,,1,20,10,30,20,20,30,10,30,10,20,4,1,3,1,4,3,1,10,9,3,5,3,0,2,1,0,0,0,0,0,0,0,0.350989
833,7,2,57,3,1,24,1,,1,,75,50,30,40,60,80,60,25,60,60,5,5,5,2,1,2,2,20,12,1,3,3,0,2,0,1,0,0,0,0,0,0,1.021531
868,7,1,70,4,2,35,3,1,,,62,59,50,48,56,55,45,48,40,52,5,3,5,3,3,2,2,21,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.6243
